invoice_id,branch,city,Customer_type,Gender,Unit_Price,Product_line,Quantity,VAT,total,Date,Time,payment_method,Cogs,Gross_margin_percentage,Gross_income,Rating,time_of_day,Day,Month,Day_type
301-11-9629,A,Yangon,Normal,Female,19.10,"Sports and travel",7,6.6850,140.3850,"2019-01-15 00:00:00",10:43:00,Cash,133.700,4.761904716,6.6850,9.7,Morning,Tuesday,January,Weekday
301-81-8610,B,Mandalay,Member,Male,25.42,"Fashion accessories",8,10.1680,213.5280,"2019-03-19 00:00:00",19:42:00,"Credit card",203.360,4.761904716,10.1680,6.7,Evening,Tuesday,March,Weekday
302-15-2162,C,Naypyitaw,Member,Male,46.53,"Health and beauty",6,13.9590,293.1390,"2019-03-03 00:00:00",10:54:00,"Credit card",279.180,4.761904716,13.9590,4.3,Morning,Sunday,March,Weekend
303-96-2227,B,Mandalay,Normal,Female,97.38,"Home and lifestyle",10,48.6900,1022.4900,"2019-03-02 00:00:00",17:16:00,Ewallet,973.800,4.761904716,48.6900,4.4,Evening,Saturday,March,Weekend
305-03-2383,A,Yangon,Normal,Female,67.10,"Food and beverages",3,10.0650,211.3650,"2019-02-15 00:00:00",10:36:00,Cash,201.300,4.761904716,10.0650,7.5,Morning,Friday,February,Weekday
305-14-0245,B,Mandalay,Member,Female,94.49,"Home and lifestyle",8,37.7960,793.7160,"2019-03-03 00:00:00",19:00:00,Ewallet,755.920,4.761904716,37.7960,7.5,Evening,Sunday,March,Weekend
305-18-3552,B,Mandalay,Member,Male,60.38,"Home and lifestyle",10,30.1900,633.9900,"2019-02-12 00:00:00",16:19:00,Cash,603.800,4.761904716,30.1900,6.0,Evening,Tuesday,February,Weekday
305-89-2768,B,Mandalay,Member,Female,21.90,"Home and lifestyle",3,3.2850,68.9850,"2019-01-09 00:00:00",18:43:00,Ewallet,65.700,4.761904716,3.2850,4.7,Evening,Wednesday,January,Weekday
307-04-2070,A,Yangon,Member,Female,30.62,"Fashion accessories",1,1.5310,32.1510,"2019-02-05 00:00:00",14:14:00,"Credit card",30.620,4.761904716,1.5310,4.1,Afternoon,Tuesday,February,Weekday
307-83-9164,A,Yangon,Member,Male,60.01,"Home and lifestyle",4,12.0020,252.0420,"2019-01-25 00:00:00",15:54:00,Cash,240.040,4.761904716,12.0020,4.5,Afternoon,Friday,January,Weekday
307-85-2293,B,Mandalay,Normal,Male,50.28,"Home and lifestyle",5,12.5700,263.9700,"2019-03-07 00:00:00",13:58:00,Ewallet,251.400,4.761904716,12.5700,9.7,Afternoon,Thursday,March,Weekday
308-39-1707,A,Yangon,Normal,Female,12.09,"Fashion accessories",1,0.6045,12.6945,"2019-01-26 00:00:00",18:19:00,"Credit card",12.090,4.761904716,0.6045,8.2,Evening,Saturday,January,Weekend
308-47-4913,A,Yangon,Member,Female,52.26,"Sports and travel",10,26.1300,548.7300,"2019-03-09 00:00:00",12:45:00,"Credit card",522.600,4.761904716,26.1300,6.2,Afternoon,Saturday,March,Weekend
308-81-0538,A,Yangon,Normal,Female,73.05,"Fashion accessories",4,14.6100,306.8100,"2019-02-25 00:00:00",17:16:00,"Credit card",292.200,4.761904716,14.6100,4.9,Evening,Monday,February,Weekday
311-13-6971,B,Mandalay,Member,Male,31.99,"Sports and travel",10,15.9950,335.8950,"2019-02-20 00:00:00",15:18:00,"Credit card",319.900,4.761904716,15.9950,9.9,Afternoon,Wednesday,February,Weekday
313-66-9943,B,Mandalay,Member,Female,29.15,"Food and beverages",3,4.3725,91.8225,"2019-03-27 00:00:00",20:29:00,"Credit card",87.450,4.761904716,4.3725,7.3,Evening,Wednesday,March,Weekday
314-23-4520,C,Naypyitaw,Member,Male,81.23,"Health and beauty",7,28.4305,597.0405,"2019-01-15 00:00:00",20:44:00,Cash,568.610,4.761904716,28.4305,9.0,Evening,Tuesday,January,Weekday
315-22-5665,C,Naypyitaw,Normal,Female,73.56,"Home and lifestyle",10,36.7800,772.3800,"2019-02-24 00:00:00",11:38:00,Ewallet,735.600,4.761904716,36.7800,8.0,Morning,Sunday,February,Weekend
316-01-3952,A,Yangon,Normal,Female,54.27,"Food and beverages",5,13.5675,284.9175,"2019-03-13 00:00:00",14:16:00,Ewallet,271.350,4.761904716,13.5675,4.6,Afternoon,Wednesday,March,Weekday
316-55-4634,B,Mandalay,Member,Male,80.05,"Food and beverages",5,20.0125,420.2625,"2019-01-26 00:00:00",12:45:00,"Credit card",400.250,4.761904716,20.0125,9.4,Afternoon,Saturday,January,Weekend
316-66-3011,A,Yangon,Member,Female,47.63,"Food and beverages",9,21.4335,450.1035,"2019-01-23 00:00:00",12:35:00,Cash,428.670,4.761904716,21.4335,5.0,Afternoon,Wednesday,January,Weekday
316-68-6352,A,Yangon,Member,Female,36.36,"Food and beverages",2,3.6360,76.3560,"2019-01-21 00:00:00",10:00:00,Cash,72.720,4.761904716,3.6360,7.1,Morning,Monday,January,Weekday
318-12-0304,A,Yangon,Normal,Male,30.61,"Fashion accessories",1,1.5305,32.1405,"2019-01-23 00:00:00",12:20:00,Ewallet,30.610,4.761904716,1.5305,5.2,Afternoon,Wednesday,January,Weekday
318-68-5053,B,Mandalay,Normal,Female,76.99,"Health and beauty",6,23.0970,485.0370,"2019-02-27 00:00:00",17:55:00,Cash,461.940,4.761904716,23.0970,6.1,Evening,Wednesday,February,Weekday
318-81-2368,C,Naypyitaw,Normal,Female,46.20,"Electronic accessories",1,2.3100,48.5100,"2019-03-19 00:00:00",12:16:00,Cash,46.200,4.761904716,2.3100,6.3,Afternoon,Tuesday,March,Weekday
319-50-3348,B,Mandalay,Normal,Female,40.30,"Home and lifestyle",2,4.0300,84.6300,"2019-03-11 00:00:00",15:30:00,Ewallet,80.600,4.761904716,4.0300,4.4,Afternoon,Monday,March,Weekday
319-74-2561,A,Yangon,Member,Female,94.64,"Electronic accessories",3,14.1960,298.1160,"2019-02-21 00:00:00",16:55:00,Cash,283.920,4.761904716,14.1960,5.5,Evening,Thursday,February,Weekday
320-32-8842,C,Naypyitaw,Member,Female,22.62,"Food and beverages",1,1.1310,23.7510,"2019-03-17 00:00:00",18:58:00,Cash,22.620,4.761904716,1.1310,6.4,Evening,Sunday,March,Weekend
320-49-6392,C,Naypyitaw,Normal,Female,30.24,"Electronic accessories",1,1.5120,31.7520,"2019-03-04 00:00:00",15:44:00,Cash,30.240,4.761904716,1.5120,8.4,Afternoon,Monday,March,Weekday
320-85-2052,B,Mandalay,Normal,Female,34.81,"Sports and travel",1,1.7405,36.5505,"2019-01-14 00:00:00",10:11:00,"Credit card",34.810,4.761904716,1.7405,7.0,Morning,Monday,January,Weekday
321-49-7382,B,Mandalay,Member,Male,88.31,"Sports and travel",1,4.4155,92.7255,"2019-02-15 00:00:00",17:38:00,"Credit card",88.310,4.761904716,4.4155,5.2,Evening,Friday,February,Weekday
322-02-2271,B,Mandalay,Normal,Female,42.97,"Sports and travel",3,6.4455,135.3555,"2019-02-03 00:00:00",11:46:00,Cash,128.910,4.761904716,6.4455,9.3,Morning,Sunday,February,Weekend
324-41-6833,C,Naypyitaw,Member,Female,30.20,"Electronic accessories",8,12.0800,253.6800,"2019-03-03 00:00:00",19:30:00,Ewallet,241.600,4.761904716,12.0800,5.1,Evening,Sunday,March,Weekend
324-92-3863,A,Yangon,Member,Male,20.89,"Electronic accessories",2,2.0890,43.8690,"2019-02-05 00:00:00",18:45:00,Cash,41.780,4.761904716,2.0890,9.8,Evening,Tuesday,February,Weekday
325-77-6186,A,Yangon,Member,Female,90.65,"Home and lifestyle",10,45.3250,951.8250,"2019-03-08 00:00:00",10:53:00,Ewallet,906.500,4.761904716,45.3250,7.3,Morning,Friday,March,Weekday
325-89-4209,A,Yangon,Member,Male,87.90,"Food and beverages",1,4.3950,92.2950,"2019-02-05 00:00:00",19:42:00,Ewallet,87.900,4.761904716,4.3950,6.7,Evening,Tuesday,February,Weekday
325-90-8763,C,Naypyitaw,Member,Female,46.57,"Electronic accessories",10,23.2850,488.9850,"2019-01-27 00:00:00",13:58:00,Cash,465.700,4.761904716,23.2850,7.6,Afternoon,Sunday,January,Weekend
326-71-2155,C,Naypyitaw,Normal,Female,73.95,"Sports and travel",4,14.7900,310.5900,"2019-02-03 00:00:00",10:02:00,Cash,295.800,4.761904716,14.7900,6.1,Morning,Sunday,February,Weekend
326-78-5178,C,Naypyitaw,Member,Male,91.40,"Food and beverages",7,31.9900,671.7900,"2019-02-03 00:00:00",10:19:00,Cash,639.800,4.761904716,31.9900,9.5,Morning,Sunday,February,Weekend
327-40-9673,B,Mandalay,Member,Male,72.60,"Sports and travel",6,21.7800,457.3800,"2019-01-13 00:00:00",19:51:00,Cash,435.600,4.761904716,21.7800,6.9,Evening,Sunday,January,Weekend
329-62-1586,A,Yangon,Normal,Male,54.67,"Food and beverages",3,8.2005,172.2105,"2019-01-21 00:00:00",18:00:00,"Credit card",164.010,4.761904716,8.2005,8.6,Evening,Monday,January,Weekday
333-23-2632,A,Yangon,Member,Male,10.08,"Health and beauty",7,3.5280,74.0880,"2019-03-28 00:00:00",20:14:00,Cash,70.560,4.761904716,3.5280,4.2,Evening,Thursday,March,Weekday
333-73-7901,C,Naypyitaw,Normal,Female,54.92,"Health and beauty",8,21.9680,461.3280,"2019-03-23 00:00:00",13:24:00,Ewallet,439.360,4.761904716,21.9680,7.6,Afternoon,Saturday,March,Weekend
334-64-2006,A,Yangon,Member,Female,70.32,"Home and lifestyle",2,7.0320,147.6720,"2019-03-24 00:00:00",14:22:00,Ewallet,140.640,4.761904716,7.0320,9.6,Afternoon,Sunday,March,Weekend
336-78-2147,C,Naypyitaw,Member,Male,63.91,"Home and lifestyle",8,25.5640,536.8440,"2019-03-13 00:00:00",19:52:00,"Credit card",511.280,4.761904716,25.5640,4.6,Evening,Wednesday,March,Weekday
338-65-2210,C,Naypyitaw,Member,Female,68.60,"Health and beauty",10,34.3000,720.3000,"2019-02-05 00:00:00",19:57:00,Cash,686.000,4.761904716,34.3000,9.1,Evening,Tuesday,February,Weekday
339-12-4827,B,Mandalay,Member,Female,73.96,"Fashion accessories",1,3.6980,77.6580,"2019-01-05 00:00:00",11:32:00,"Credit card",73.960,4.761904716,3.6980,5.0,Morning,Saturday,January,Weekend
339-18-7061,C,Naypyitaw,Member,Female,92.98,"Fashion accessories",2,9.2980,195.2580,"2019-02-13 00:00:00",15:06:00,"Credit card",185.960,4.761904716,9.2980,8.0,Afternoon,Wednesday,February,Weekday
339-38-9982,B,Mandalay,Member,Male,59.86,"Fashion accessories",2,5.9860,125.7060,"2019-01-13 00:00:00",14:55:00,Ewallet,119.720,4.761904716,5.9860,6.7,Afternoon,Sunday,January,Weekend
339-96-8318,B,Mandalay,Member,Male,81.31,"Fashion accessories",7,28.4585,597.6285,"2019-03-01 00:00:00",19:49:00,Ewallet,569.170,4.761904716,28.4585,6.3,Evening,Friday,March,Weekday
340-21-9136,A,Yangon,Member,Female,40.05,"Sports and travel",4,8.0100,168.2100,"2019-01-25 00:00:00",11:40:00,Cash,160.200,4.761904716,8.0100,9.7,Morning,Friday,January,Weekday
340-66-0321,A,Yangon,Member,Male,36.36,"Electronic accessories",4,7.2720,152.7120,"2019-03-25 00:00:00",13:07:00,Cash,145.440,4.761904716,7.2720,7.6,Afternoon,Monday,March,Weekday
342-65-4817,C,Naypyitaw,Member,Male,86.80,"Health and beauty",3,13.0200,273.4200,"2019-01-28 00:00:00",16:47:00,Ewallet,260.400,4.761904716,13.0200,9.9,Evening,Monday,January,Weekday
343-61-3544,B,Mandalay,Member,Male,26.67,"Sports and travel",10,13.3350,280.0350,"2019-01-29 00:00:00",11:48:00,Cash,266.700,4.761904716,13.3350,8.6,Morning,Tuesday,January,Weekday
343-75-9322,B,Mandalay,Member,Female,11.85,"Sports and travel",8,4.7400,99.5400,"2019-01-09 00:00:00",16:34:00,Cash,94.800,4.761904716,4.7400,4.1,Evening,Wednesday,January,Weekday
343-87-0864,C,Naypyitaw,Member,Male,75.88,"Health and beauty",1,3.7940,79.6740,"2019-01-03 00:00:00",10:30:00,"Credit card",75.880,4.761904716,3.7940,7.1,Morning,Thursday,January,Weekday
345-08-4992,A,Yangon,Normal,Male,33.99,"Home and lifestyle",6,10.1970,214.1370,"2019-03-08 00:00:00",15:37:00,"Credit card",203.940,4.761904716,10.1970,7.7,Afternoon,Friday,March,Weekday
345-68-9016,C,Naypyitaw,Member,Female,31.67,"Sports and travel",8,12.6680,266.0280,"2019-01-02 00:00:00",16:19:00,"Credit card",253.360,4.761904716,12.6680,5.6,Evening,Wednesday,January,Weekday
346-12-3257,B,Mandalay,Member,Male,19.24,"Electronic accessories",9,8.6580,181.8180,"2019-03-04 00:00:00",16:28:00,Cash,173.160,4.761904716,8.6580,8.0,Evening,Monday,March,Weekday
346-84-3103,B,Mandalay,Member,Female,13.22,"Electronic accessories",5,3.3050,69.4050,"2019-03-02 00:00:00",19:26:00,Cash,66.100,4.761904716,3.3050,4.3,Evening,Saturday,March,Weekend
347-56-2442,A,Yangon,Normal,Male,65.82,"Home and lifestyle",1,3.2910,69.1110,"2019-02-22 00:00:00",15:33:00,Cash,65.820,4.761904716,3.2910,4.1,Afternoon,Friday,February,Weekday
347-72-6115,B,Mandalay,Member,Female,90.74,"Sports and travel",7,31.7590,666.9390,"2019-01-16 00:00:00",18:03:00,"Credit card",635.180,4.761904716,31.7590,6.2,Evening,Wednesday,January,Weekday
349-97-8902,B,Mandalay,Member,Male,57.89,"Food and beverages",2,5.7890,121.5690,"2019-01-17 00:00:00",10:37:00,Ewallet,115.780,4.761904716,5.7890,8.9,Morning,Thursday,January,Weekday
351-62-0822,B,Mandalay,Member,Female,14.48,"Fashion accessories",4,2.8960,60.8160,"2019-02-06 00:00:00",18:07:00,Ewallet,57.920,4.761904716,2.8960,4.5,Evening,Wednesday,February,Weekday
354-25-5821,B,Mandalay,Member,Female,69.12,"Sports and travel",6,20.7360,435.4560,"2019-02-08 00:00:00",13:03:00,Cash,414.720,4.761904716,20.7360,5.6,Afternoon,Friday,February,Weekday
354-39-5160,A,Yangon,Member,Female,34.42,"Home and lifestyle",6,10.3260,216.8460,"2019-02-18 00:00:00",15:39:00,Cash,206.520,4.761904716,10.3260,9.8,Afternoon,Monday,February,Weekday
355-34-6244,B,Mandalay,Normal,Male,72.39,"Food and beverages",2,7.2390,152.0190,"2019-01-13 00:00:00",19:55:00,"Credit card",144.780,4.761904716,7.2390,8.1,Evening,Sunday,January,Weekend
355-53-5943,A,Yangon,Member,Female,68.84,"Electronic accessories",6,20.6520,433.6920,"2019-02-25 00:00:00",14:36:00,Ewallet,413.040,4.761904716,20.6520,5.8,Afternoon,Monday,February,Weekday
356-44-8813,B,Mandalay,Normal,Male,37.48,"Home and lifestyle",3,5.6220,118.0620,"2019-01-20 00:00:00",13:45:00,"Credit card",112.440,4.761904716,5.6220,7.7,Afternoon,Sunday,January,Weekend
358-88-9262,C,Naypyitaw,Member,Female,87.48,"Food and beverages",6,26.2440,551.1240,"2019-02-01 00:00:00",18:43:00,Ewallet,524.880,4.761904716,26.2440,5.1,Evening,Friday,February,Weekday
359-90-3665,B,Mandalay,Member,Female,18.08,"Fashion accessories",4,3.6160,75.9360,"2019-01-14 00:00:00",18:03:00,"Credit card",72.320,4.761904716,3.6160,9.5,Evening,Monday,January,Weekday
359-94-5395,B,Mandalay,Normal,Male,92.78,"Health and beauty",1,4.6390,97.4190,"2019-03-15 00:00:00",10:50:00,"Credit card",92.780,4.761904716,4.6390,9.8,Morning,Friday,March,Weekday
360-39-5055,C,Naypyitaw,Member,Male,48.91,"Sports and travel",5,12.2275,256.7775,"2019-03-09 00:00:00",10:17:00,Cash,244.550,4.761904716,12.2275,6.6,Morning,Saturday,March,Weekend
361-59-0574,B,Mandalay,Member,Male,90.53,"Sports and travel",8,36.2120,760.4520,"2019-03-15 00:00:00",14:48:00,"Credit card",724.240,4.761904716,36.2120,6.5,Afternoon,Friday,March,Weekday
361-85-2571,A,Yangon,Normal,Female,89.48,"Sports and travel",5,22.3700,469.7700,"2019-03-30 00:00:00",10:18:00,Cash,447.400,4.761904716,22.3700,7.4,Morning,Saturday,March,Weekend
362-58-8315,C,Naypyitaw,Normal,Male,76.52,"Fashion accessories",5,19.1300,401.7300,"2019-03-25 00:00:00",10:23:00,Cash,382.600,4.761904716,19.1300,9.9,Morning,Monday,March,Weekday
364-33-8584,B,Mandalay,Member,Female,17.63,"Food and beverages",5,4.4075,92.5575,"2019-03-08 00:00:00",15:27:00,Cash,88.150,4.761904716,4.4075,8.5,Afternoon,Friday,March,Weekday
364-34-2972,C,Naypyitaw,Member,Male,96.82,"Electronic accessories",3,14.5230,304.9830,"2019-03-30 00:00:00",20:37:00,Cash,290.460,4.761904716,14.5230,6.7,Evening,Saturday,March,Weekend
365-16-4334,B,Mandalay,Normal,Female,26.43,"Food and beverages",8,10.5720,222.0120,"2019-02-24 00:00:00",14:26:00,Ewallet,211.440,4.761904716,10.5720,8.9,Afternoon,Sunday,February,Weekend
365-64-0515,A,Yangon,Normal,Female,46.95,"Electronic accessories",5,11.7375,246.4875,"2019-02-12 00:00:00",10:25:00,Ewallet,234.750,4.761904716,11.7375,7.1,Morning,Tuesday,February,Weekday
366-43-6862,B,Mandalay,Normal,Male,52.89,"Electronic accessories",4,10.5780,222.1380,"2019-03-25 00:00:00",16:32:00,Ewallet,211.560,4.761904716,10.5780,6.7,Evening,Monday,March,Weekday
366-93-0948,A,Yangon,Member,Male,66.35,"Electronic accessories",1,3.3175,69.6675,"2019-01-31 00:00:00",10:46:00,"Credit card",66.350,4.761904716,3.3175,9.7,Morning,Thursday,January,Weekday
369-82-2676,B,Mandalay,Normal,Male,75.66,"Electronic accessories",5,18.9150,397.2150,"2019-01-15 00:00:00",18:22:00,Ewallet,378.300,4.761904716,18.9150,7.8,Evening,Tuesday,January,Weekday
370-41-7321,B,Mandalay,Member,Male,56.69,"Health and beauty",9,25.5105,535.7205,"2019-02-27 00:00:00",17:24:00,"Credit card",510.210,4.761904716,25.5105,8.4,Evening,Wednesday,February,Weekday
370-96-0655,C,Naypyitaw,Normal,Female,49.32,"Fashion accessories",6,14.7960,310.7160,"2019-01-09 00:00:00",13:46:00,Ewallet,295.920,4.761904716,14.7960,7.1,Afternoon,Wednesday,January,Weekday
371-85-5789,B,Mandalay,Normal,Male,87.98,"Health and beauty",3,13.1970,277.1370,"2019-03-05 00:00:00",10:40:00,Ewallet,263.940,4.761904716,13.1970,5.1,Morning,Tuesday,March,Weekday
372-26-1506,C,Naypyitaw,Normal,Female,23.82,"Fashion accessories",5,5.9550,125.0550,"2019-01-28 00:00:00",19:24:00,Ewallet,119.100,4.761904716,5.9550,5.4,Evening,Monday,January,Weekday
372-62-5264,C,Naypyitaw,Normal,Female,52.60,"Food and beverages",9,23.6700,497.0700,"2019-01-16 00:00:00",14:42:00,Cash,473.400,4.761904716,23.6700,7.6,Afternoon,Wednesday,January,Weekday
372-94-8041,A,Yangon,Normal,Male,15.26,"Health and beauty",6,4.5780,96.1380,"2019-02-15 00:00:00",18:03:00,Ewallet,91.560,4.761904716,4.5780,9.8,Evening,Friday,February,Weekday
373-09-4567,C,Naypyitaw,Normal,Male,77.56,"Food and beverages",10,38.7800,814.3800,"2019-03-14 00:00:00",20:35:00,Ewallet,775.600,4.761904716,38.7800,6.9,Evening,Thursday,March,Weekday
373-14-0504,A,Yangon,Member,Female,71.63,"Sports and travel",2,7.1630,150.4230,"2019-02-12 00:00:00",14:33:00,Ewallet,143.260,4.761904716,7.1630,8.8,Afternoon,Tuesday,February,Weekday
373-73-7910,A,Yangon,Normal,Male,86.31,"Sports and travel",7,30.2085,634.3785,"2019-02-08 00:00:00",10:37:00,Ewallet,604.170,4.761904716,30.2085,5.3,Morning,Friday,February,Weekday
373-88-1424,C,Naypyitaw,Member,Male,35.81,"Home and lifestyle",5,8.9525,188.0025,"2019-02-06 00:00:00",18:44:00,Ewallet,179.050,4.761904716,8.9525,7.9,Evening,Wednesday,February,Weekday
374-17-3652,B,Mandalay,Member,Female,42.82,"Food and beverages",9,19.2690,404.6490,"2019-02-05 00:00:00",15:26:00,"Credit card",385.380,4.761904716,19.2690,8.9,Afternoon,Tuesday,February,Weekday
374-38-5555,B,Mandalay,Normal,Female,63.71,"Fashion accessories",5,15.9275,334.4775,"2019-02-07 00:00:00",19:30:00,Ewallet,318.550,4.761904716,15.9275,8.5,Evening,Thursday,February,Weekday
375-72-3056,B,Mandalay,Normal,Male,63.06,"Sports and travel",3,9.4590,198.6390,"2019-01-19 00:00:00",15:58:00,Ewallet,189.180,4.761904716,9.4590,7.0,Afternoon,Saturday,January,Weekend
376-02-8238,B,Mandalay,Normal,Male,93.87,"Home and lifestyle",8,37.5480,788.5080,"2019-02-02 00:00:00",18:42:00,"Credit card",750.960,4.761904716,37.5480,8.3,Evening,Saturday,February,Weekend
376-56-3573,C,Naypyitaw,Normal,Female,95.42,"Fashion accessories",4,19.0840,400.7640,"2019-02-02 00:00:00",13:23:00,Ewallet,381.680,4.761904716,19.0840,6.4,Afternoon,Saturday,February,Weekend
377-79-7592,C,Naypyitaw,Member,Female,44.84,"Electronic accessories",9,20.1780,423.7380,"2019-01-14 00:00:00",14:00:00,"Credit card",403.560,4.761904716,20.1780,7.5,Afternoon,Monday,January,Weekday
378-07-7001,B,Mandalay,Member,Male,48.09,"Electronic accessories",3,7.2135,151.4835,"2019-02-10 00:00:00",18:23:00,"Credit card",144.270,4.761904716,7.2135,7.8,Evening,Sunday,February,Weekend
378-24-2715,B,Mandalay,Normal,Male,53.44,"Home and lifestyle",2,5.3440,112.2240,"2019-01-20 00:00:00",20:38:00,Ewallet,106.880,4.761904716,5.3440,4.1,Evening,Sunday,January,Weekend
379-17-6588,C,Naypyitaw,Normal,Male,59.61,"Fashion accessories",10,29.8050,625.9050,"2019-03-14 00:00:00",11:07:00,Cash,596.100,4.761904716,29.8050,5.3,Morning,Thursday,March,Weekday
380-60-5336,A,Yangon,Normal,Female,40.26,"Electronic accessories",10,20.1300,422.7300,"2019-02-24 00:00:00",18:06:00,"Credit card",402.600,4.761904716,20.1300,5.0,Evening,Sunday,February,Weekend
380-94-4661,C,Naypyitaw,Member,Male,65.94,"Electronic accessories",4,13.1880,276.9480,"2019-02-07 00:00:00",13:05:00,"Credit card",263.760,4.761904716,13.1880,6.9,Afternoon,Thursday,February,Weekday
381-20-0914,A,Yangon,Member,Female,20.01,"Fashion accessories",9,9.0045,189.0945,"2019-01-12 00:00:00",15:48:00,"Credit card",180.090,4.761904716,9.0045,5.7,Afternoon,Saturday,January,Weekend
382-03-4532,A,Yangon,Member,Female,18.33,"Health and beauty",1,0.9165,19.2465,"2019-02-02 00:00:00",18:50:00,Cash,18.330,4.761904716,0.9165,4.3,Evening,Saturday,February,Weekend
382-25-8917,C,Naypyitaw,Normal,Male,42.08,"Fashion accessories",6,12.6240,265.1040,"2019-01-29 00:00:00",12:25:00,Cash,252.480,4.761904716,12.6240,8.9,Afternoon,Tuesday,January,Weekday
384-59-6655,A,Yangon,Member,Female,98.66,"Food and beverages",9,44.3970,932.3370,"2019-02-19 00:00:00",15:07:00,Cash,887.940,4.761904716,44.3970,8.4,Afternoon,Tuesday,February,Weekday
386-27-7606,C,Naypyitaw,Member,Female,81.20,"Home and lifestyle",7,28.4200,596.8200,"2019-03-23 00:00:00",15:59:00,"Credit card",568.400,4.761904716,28.4200,8.1,Afternoon,Saturday,March,Weekend
387-49-4215,B,Mandalay,Member,Female,48.50,"Sports and travel",3,7.2750,152.7750,"2019-01-08 00:00:00",12:50:00,Cash,145.500,4.761904716,7.2750,6.7,Afternoon,Tuesday,January,Weekday
388-76-2555,B,Mandalay,Normal,Male,13.69,"Sports and travel",6,4.1070,86.2470,"2019-02-13 00:00:00",13:59:00,Cash,82.140,4.761904716,4.1070,6.3,Afternoon,Wednesday,February,Weekday
389-25-3394,C,Naypyitaw,Normal,Male,11.81,"Electronic accessories",5,2.9525,62.0025,"2019-02-17 00:00:00",18:06:00,Cash,59.050,4.761904716,2.9525,9.4,Evening,Sunday,February,Weekend
389-70-2397,C,Naypyitaw,Normal,Female,83.66,"Health and beauty",5,20.9150,439.2150,"2019-02-21 00:00:00",10:26:00,Cash,418.300,4.761904716,20.9150,7.2,Morning,Thursday,February,Weekday
390-17-5806,C,Naypyitaw,Member,Female,38.42,"Food and beverages",1,1.9210,40.3410,"2019-02-02 00:00:00",16:33:00,Cash,38.420,4.761904716,1.9210,8.6,Evening,Saturday,February,Weekend
390-31-6381,C,Naypyitaw,Normal,Male,27.22,"Food and beverages",3,4.0830,85.7430,"2019-01-07 00:00:00",12:37:00,Cash,81.660,4.761904716,4.0830,7.3,Afternoon,Monday,January,Weekday
390-80-5128,B,Mandalay,Member,Female,19.15,"Health and beauty",1,0.9575,20.1075,"2019-01-28 00:00:00",17:58:00,"Credit card",19.150,4.761904716,0.9575,9.5,Evening,Monday,January,Weekday
393-65-2792,C,Naypyitaw,Normal,Male,89.48,"Food and beverages",10,44.7400,939.5400,"2019-01-06 00:00:00",12:46:00,"Credit card",894.800,4.761904716,44.7400,9.6,Afternoon,Sunday,January,Weekend
394-30-3170,B,Mandalay,Member,Female,88.43,"Sports and travel",8,35.3720,742.8120,"2019-03-22 00:00:00",19:35:00,"Credit card",707.440,4.761904716,35.3720,4.3,Evening,Friday,March,Weekday
394-41-0748,C,Naypyitaw,Member,Female,54.07,"Fashion accessories",9,24.3315,510.9615,"2019-01-27 00:00:00",14:55:00,Ewallet,486.630,4.761904716,24.3315,9.5,Afternoon,Sunday,January,Weekend
394-43-4238,B,Mandalay,Member,Male,17.77,"Home and lifestyle",5,4.4425,93.2925,"2019-02-15 00:00:00",12:42:00,"Credit card",88.850,4.761904716,4.4425,5.4,Afternoon,Friday,February,Weekday
394-55-6384,C,Naypyitaw,Member,Female,70.19,"Sports and travel",9,31.5855,663.2955,"2019-01-25 00:00:00",13:38:00,Cash,631.710,4.761904716,31.5855,6.7,Afternoon,Friday,January,Weekday
396-90-2219,B,Mandalay,Normal,Female,14.96,"Electronic accessories",8,5.9840,125.6640,"2019-02-23 00:00:00",12:29:00,Cash,119.680,4.761904716,5.9840,8.6,Afternoon,Saturday,February,Weekend
397-25-8725,A,Yangon,Member,Female,39.62,"Health and beauty",9,17.8290,374.4090,"2019-01-13 00:00:00",17:54:00,"Credit card",356.580,4.761904716,17.8290,6.8,Evening,Sunday,January,Weekend
399-46-5918,C,Naypyitaw,Normal,Female,85.98,"Electronic accessories",8,34.3920,722.2320,"2019-02-28 00:00:00",19:01:00,Cash,687.840,4.761904716,34.3920,8.2,Evening,Thursday,February,Weekday
399-69-4630,C,Naypyitaw,Normal,Male,22.21,"Electronic accessories",6,6.6630,139.9230,"2019-03-07 00:00:00",10:23:00,"Credit card",133.260,4.761904716,6.6630,8.6,Morning,Thursday,March,Weekday
400-45-1220,B,Mandalay,Normal,Female,13.50,"Health and beauty",10,6.7500,141.7500,"2019-02-27 00:00:00",11:06:00,"Credit card",135.000,4.761904716,6.7500,4.8,Morning,Wednesday,February,Weekday
400-60-7251,A,Yangon,Normal,Male,74.07,"Home and lifestyle",1,3.7035,77.7735,"2019-02-10 00:00:00",12:50:00,Ewallet,74.070,4.761904716,3.7035,9.9,Afternoon,Sunday,February,Weekend
400-80-4065,C,Naypyitaw,Member,Male,68.55,"Health and beauty",4,13.7100,287.9100,"2019-02-15 00:00:00",20:21:00,"Credit card",274.200,4.761904716,13.7100,9.2,Evening,Friday,February,Weekday
400-89-4171,C,Naypyitaw,Normal,Female,80.97,"Sports and travel",8,32.3880,680.1480,"2019-01-28 00:00:00",13:05:00,Cash,647.760,4.761904716,32.3880,9.3,Afternoon,Monday,January,Weekday
